Description,Photos,Group
"Juan González	28 de enero	  ·	Te pongo internet en tu casa o tu negocio sin pago inicial y has tu primer pago después de los 30 días	Me gusta	Comentar	Compartir		Escribe un comentario público…","",1019877349016832
"Juan González	28 de enero	  ·	Te pongo internet en tu casa o tu negocio sin pago inicial y has tu primer pago después de los 30 días	Me gusta	Comentar	Enviar		Escribe un comentario…","",1050530892029182
"Juan González	30 de enero	  ·	Te pongo internet en tu casa o tu negocio sin pago inicial y has tu primer pago después de los 30 días	2 comentarios	Me gusta	Comentar	Compartir	Dnt Gmez	Información	11 sem	Me gusta	Responder	Compartir	Juan González respondió	  ·	1 respuesta		Escribe un comentario público…","",1019877349016832
"Juan Grajeda	1 d	  ·	+28	Juan Grajeda	1 de abril a las 8:44 pm	  ·	Remodela tu casa albañilería pintura pastas tablaroca fontanería yeso vitropizo azulejos y bañós completos i todo tipo de detalles Asus órdenes al 3325129454 y wuapza al 3312161218	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=1463104810964176&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZVo-UGhn8Wxn_PG-4go4txU-uLPQIXecmnwrOe7J35n_RQMNgPiuWw3eEhfSYaJrcjE_qgcU8XS1aynwGc2hFvItzIdfsdbUoVjnrkZHG1_X8J4J8j9XilZmV6cGdbJdi2_EzO1mSqHHpfQuzc2sPU4Bm2psW-EIsniXZggGQPmLvUv7dAU-rSOqogS0-l-XUjTUtKO4226MBAgM46r93AU21byOODpCsKD9rkKoDry43nnOHJ9rrhEi8uCp-jL4HiWcn2ObO_lLHAQXurzyCLv&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104847630839&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZVo-UGhn8Wxn_PG-4go4txU-uLPQIXecmnwrOe7J35n_RQMNgPiuWw3eEhfSYaJrcjE_qgcU8XS1aynwGc2hFvItzIdfsdbUoVjnrkZHG1_X8J4J8j9XilZmV6cGdbJdi2_EzO1mSqHHpfQuzc2sPU4Bm2psW-EIsniXZggGQPmLvUv7dAU-rSOqogS0-l-XUjTUtKO4226MBAgM46r93AU21byOODpCsKD9rkKoDry43nnOHJ9rrhEi8uCp-jL4HiWcn2ObO_lLHAQXurzyCLv&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104880964169&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZVo-UGhn8Wxn_PG-4go4txU-uLPQIXecmnwrOe7J35n_RQMNgPiuWw3eEhfSYaJrcjE_qgcU8XS1aynwGc2hFvItzIdfsdbUoVjnrkZHG1_X8J4J8j9XilZmV6cGdbJdi2_EzO1mSqHHpfQuzc2sPU4Bm2psW-EIsniXZggGQPmLvUv7dAU-rSOqogS0-l-XUjTUtKO4226MBAgM46r93AU21byOODpCsKD9rkKoDry43nnOHJ9rrhEi8uCp-jL4HiWcn2ObO_lLHAQXurzyCLv&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104910964166&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZVo-UGhn8Wxn_PG-4go4txU-uLPQIXecmnwrOe7J35n_RQMNgPiuWw3eEhfSYaJrcjE_qgcU8XS1aynwGc2hFvItzIdfsdbUoVjnrkZHG1_X8J4J8j9XilZmV6cGdbJdi2_EzO1mSqHHpfQuzc2sPU4Bm2psW-EIsniXZggGQPmLvUv7dAU-rSOqogS0-l-XUjTUtKO4226MBAgM46r93AU21byOODpCsKD9rkKoDry43nnOHJ9rrhEi8uCp-jL4HiWcn2ObO_lLHAQXurzyCLv&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104947630829&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZVo-UGhn8Wxn_PG-4go4txU-uLPQIXecmnwrOe7J35n_RQMNgPiuWw3eEhfSYaJrcjE_qgcU8XS1aynwGc2hFvItzIdfsdbUoVjnrkZHG1_X8J4J8j9XilZmV6cGdbJdi2_EzO1mSqHHpfQuzc2sPU4Bm2psW-EIsniXZggGQPmLvUv7dAU-rSOqogS0-l-XUjTUtKO4226MBAgM46r93AU21byOODpCsKD9rkKoDry43nnOHJ9rrhEi8uCp-jL4HiWcn2ObO_lLHAQXurzyCLv&amp;__tn__=*bH-y-R",2137709699866862
"Juan Grajeda	2 d	  ·	+28	Juan Grajeda	1 de abril a las 8:44 pm	  ·	Remodela tu casa albañilería pintura pastas tablaroca fontanería yeso vitropizo azulejos y bañós completos i todo tipo de detalles Asus órdenes al 3325129454 y wuapza al 3312161218	Me gusta	Comentar	Enviar		Escribe un comentario…","https://www.facebook.com/photo/?fbid=1463104810964176&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZW3qK5VAmV7ieqzNhG-W-LukwjEIXs9FRmor82rx7uVz9UGCNxMatvHBer2m3wfjrQR49Mt9Kyv6g2WOr3OuJKxUPT4zG8qsUJx5wkvoEDgxJeTx4K3Ide49f8h_ZDxX18Impf9BUb9Z8o4nS0GuHlSbgdXpJrJ4ZXHJaF4HaGuLP3RI63axXHTh3uzagWP44vS_s4aiIC793BTGZ-kZqM0rRq-RuCO3JO_IzXFW2s0rLo3UuoAgnirtA_UL35t8bDbeuN-XjIThsa7-BLom0YL&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104847630839&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZW3qK5VAmV7ieqzNhG-W-LukwjEIXs9FRmor82rx7uVz9UGCNxMatvHBer2m3wfjrQR49Mt9Kyv6g2WOr3OuJKxUPT4zG8qsUJx5wkvoEDgxJeTx4K3Ide49f8h_ZDxX18Impf9BUb9Z8o4nS0GuHlSbgdXpJrJ4ZXHJaF4HaGuLP3RI63axXHTh3uzagWP44vS_s4aiIC793BTGZ-kZqM0rRq-RuCO3JO_IzXFW2s0rLo3UuoAgnirtA_UL35t8bDbeuN-XjIThsa7-BLom0YL&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104880964169&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZW3qK5VAmV7ieqzNhG-W-LukwjEIXs9FRmor82rx7uVz9UGCNxMatvHBer2m3wfjrQR49Mt9Kyv6g2WOr3OuJKxUPT4zG8qsUJx5wkvoEDgxJeTx4K3Ide49f8h_ZDxX18Impf9BUb9Z8o4nS0GuHlSbgdXpJrJ4ZXHJaF4HaGuLP3RI63axXHTh3uzagWP44vS_s4aiIC793BTGZ-kZqM0rRq-RuCO3JO_IzXFW2s0rLo3UuoAgnirtA_UL35t8bDbeuN-XjIThsa7-BLom0YL&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104910964166&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZW3qK5VAmV7ieqzNhG-W-LukwjEIXs9FRmor82rx7uVz9UGCNxMatvHBer2m3wfjrQR49Mt9Kyv6g2WOr3OuJKxUPT4zG8qsUJx5wkvoEDgxJeTx4K3Ide49f8h_ZDxX18Impf9BUb9Z8o4nS0GuHlSbgdXpJrJ4ZXHJaF4HaGuLP3RI63axXHTh3uzagWP44vS_s4aiIC793BTGZ-kZqM0rRq-RuCO3JO_IzXFW2s0rLo3UuoAgnirtA_UL35t8bDbeuN-XjIThsa7-BLom0YL&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=1463104947630829&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZW3qK5VAmV7ieqzNhG-W-LukwjEIXs9FRmor82rx7uVz9UGCNxMatvHBer2m3wfjrQR49Mt9Kyv6g2WOr3OuJKxUPT4zG8qsUJx5wkvoEDgxJeTx4K3Ide49f8h_ZDxX18Impf9BUb9Z8o4nS0GuHlSbgdXpJrJ4ZXHJaF4HaGuLP3RI63axXHTh3uzagWP44vS_s4aiIC793BTGZ-kZqM0rRq-RuCO3JO_IzXFW2s0rLo3UuoAgnirtA_UL35t8bDbeuN-XjIThsa7-BLom0YL&amp;__tn__=*bH-y-R",675528919532082
"Juan Grajeda	4 d	  ·	Juan GrajedaSan pancho por siempre	4 d	  ·	+28	Juan Grajeda	1 de abril a las 8:44 pm	  ·	Remodela tu casa albañilería pintura pastas tablaroca fontanería yeso vitropizo azulejos y bañós completos i todo tipo de detalles Asus órdenes al 3325129454 y wuapza al 3312161218	Me gusta	Comentar	Enviar		Escribe un comentario…","https://www.facebook.com/photo/?fbid=1463104810964176&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZXuiWGMV72U16fZIsiEI271lV_QbJKuqeqZ3Ym4eGSUWC-dkCEjTK40zvIxHy6iRpdxdovbS95wfy96cOaUTp0bg7IRCbknVu_7kOboDcRbm14wAGOQ-R0hcqVdkBuKlMFjE5SmHpisKsCLJRjG9lHGCK7hU3afhCG-aFublKFtMZEwPKkZvgAxfbKwSEaTBVhuI_Ete7NUC5xcgVBDOaz1j1fOa_4oIWLUEPlO93AgfZyOh2zuSYA_SK0K0wkGDUEbqqYM5brjyLr5NiGhrsPFGeeS_lD2SI6gRUSlGTyjEg&amp;__tn__=*bH-y-y-R,https://www.facebook.com/photo/?fbid=1463104847630839&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZXuiWGMV72U16fZIsiEI271lV_QbJKuqeqZ3Ym4eGSUWC-dkCEjTK40zvIxHy6iRpdxdovbS95wfy96cOaUTp0bg7IRCbknVu_7kOboDcRbm14wAGOQ-R0hcqVdkBuKlMFjE5SmHpisKsCLJRjG9lHGCK7hU3afhCG-aFublKFtMZEwPKkZvgAxfbKwSEaTBVhuI_Ete7NUC5xcgVBDOaz1j1fOa_4oIWLUEPlO93AgfZyOh2zuSYA_SK0K0wkGDUEbqqYM5brjyLr5NiGhrsPFGeeS_lD2SI6gRUSlGTyjEg&amp;__tn__=*bH-y-y-R,https://www.facebook.com/photo/?fbid=1463104880964169&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZXuiWGMV72U16fZIsiEI271lV_QbJKuqeqZ3Ym4eGSUWC-dkCEjTK40zvIxHy6iRpdxdovbS95wfy96cOaUTp0bg7IRCbknVu_7kOboDcRbm14wAGOQ-R0hcqVdkBuKlMFjE5SmHpisKsCLJRjG9lHGCK7hU3afhCG-aFublKFtMZEwPKkZvgAxfbKwSEaTBVhuI_Ete7NUC5xcgVBDOaz1j1fOa_4oIWLUEPlO93AgfZyOh2zuSYA_SK0K0wkGDUEbqqYM5brjyLr5NiGhrsPFGeeS_lD2SI6gRUSlGTyjEg&amp;__tn__=*bH-y-y-R,https://www.facebook.com/photo/?fbid=1463104910964166&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZXuiWGMV72U16fZIsiEI271lV_QbJKuqeqZ3Ym4eGSUWC-dkCEjTK40zvIxHy6iRpdxdovbS95wfy96cOaUTp0bg7IRCbknVu_7kOboDcRbm14wAGOQ-R0hcqVdkBuKlMFjE5SmHpisKsCLJRjG9lHGCK7hU3afhCG-aFublKFtMZEwPKkZvgAxfbKwSEaTBVhuI_Ete7NUC5xcgVBDOaz1j1fOa_4oIWLUEPlO93AgfZyOh2zuSYA_SK0K0wkGDUEbqqYM5brjyLr5NiGhrsPFGeeS_lD2SI6gRUSlGTyjEg&amp;__tn__=*bH-y-y-R,https://www.facebook.com/photo/?fbid=1463104947630829&amp;set=pcb.1768187217005804&amp;__cft__[0]=AZXuiWGMV72U16fZIsiEI271lV_QbJKuqeqZ3Ym4eGSUWC-dkCEjTK40zvIxHy6iRpdxdovbS95wfy96cOaUTp0bg7IRCbknVu_7kOboDcRbm14wAGOQ-R0hcqVdkBuKlMFjE5SmHpisKsCLJRjG9lHGCK7hU3afhCG-aFublKFtMZEwPKkZvgAxfbKwSEaTBVhuI_Ete7NUC5xcgVBDOaz1j1fOa_4oIWLUEPlO93AgfZyOh2zuSYA_SK0K0wkGDUEbqqYM5brjyLr5NiGhrsPFGeeS_lD2SI6gRUSlGTyjEg&amp;__tn__=*bH-y-y-R",675528919532082
"Juan Miguel Bobadilla Conchas	22 de mayo de 2023	  ·	Buenas tardes, estoy buscando casa grande o bodega en Tonalá, si alguien sabe de alguna les agradecería.	Me gusta	Comentar	Enviar		Escribe una respuesta…","",268702130245207
"Juan Olmedo	10 de abril a las 12:47 pm	  ·	REMATO CASA GRANDE EN ESQUINA,450 MTS DE TERRENO.	Excelente casa, amplios espacios ,zona tranquila muy bien comunicada, cerca del centro de Tonalá y central camionera nueva, con 450 metros de terreno en esquina con 2 recamaras en planta baja y 2 en planta ,alta ,hermosa cocina equipada con isla,03 baños ,garaje  mas cochera amplia ,gran jardín con quiosco, sala y comedor con techos a doble altura ,sala de tv o cuarto de juegos .buenos materiales área para roof Garden ,tratamo… Ver más	Todas las reacciones:	1	1	Me gusta	Comentar	Enviar		Escribe un comentario…","https://www.facebook.com/photo/?fbid=10224848797076173&amp;set=gm.7302546206520012&amp;idorvanity=1176449745796386&amp;__cft__[0]=AZW2UES7rP-1eoGAt-ru7kIoOEeJuZqADc0zCd41R7ZT-c-t9AzQ7EIeiJ63tTWlwGTyzWxaHKw-Klm76XfeS21WwldG2TMjgPjEGxSFOIOmxiiUb1MBbb7wrwbXPVc9H3ffCV2xyrDhXAuX7RGt2iNZdg8L8VHv4N2eQy4elrCmQye10dA02nJsgSJ9Y1TCi2TRrZt59qZvPvkQrDwzx8bR&amp;__tn__=EH-R",1176449745796386
"Juan Pablo Escobar	10 h	  ·	Buen día	Algún departamento o cuarto amueblado por aqui	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=122141424476180821&amp;set=gm.1122542082323944&amp;idorvanity=1007633530481467&amp;__cft__[0]=AZUHoH9VrUl5-SORvCNqAjb8mzafsqRdP9_VpVplo6gJqxybYfMPlN3YUb_ct2Ac2xMzT_7n_4Q4iEC3Q0dhlO8YNtBYLFkQmTnWRPEjg5W_bFBXgVePyJ5gmSFksRb5s8KPBQ94B7cX4LinO_ahPnY0tZcSz_EFW7JmngEDQ_Jop5z_yE5q4V1wBFGzJeUN80Jufvo5JiePZGEbRykTnl6_&amp;__tn__=EH-R",1007633530481467
"Juan Pablo Escobar	12 h	  ·	Buen día	Algún cuarto amueblado o casa por aquí?	Todas las reacciones:	2	2	Me gusta	Comentar	Compartir		Escribe una respuesta…","https://www.facebook.com/photo/?fbid=122141423414180821&amp;set=gm.1142357680293483&amp;idorvanity=208120910383836&amp;__cft__[0]=AZWIbOSKnu_GN2qvfDHUBM6qPGWbgs7P7yaFF-rXHkr2Hn4ZmFDNMumNX_fjO2bO29mJci6KjZA5uIFSUB9pVvlcqFDCbRuTOugnjtlJJlY_Y7AiXOqmAqcV-OF4HgNoXLKo_m-qcL9JP0iOR-0gNpoVa7OdxwZUQ_r7ufrP4Myb5OOyfst3zbgJjc8ydgUYzd6UVaeK3pjkOdjBOGsjfXXO&amp;__tn__=EH-R",208120910383836
"Judith Carrillo	10 de agosto de 2022	  ·	 Ven y conoce nuestro departamento muestra 	Modelo CEDRO con 79.41 m2! 	 Estamos por terminar obra 	 ¡DEPARTAMENTOS LISTOS PARA QUE TE MUDEZ!	 2… Ver más	+6	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=814395442887696&amp;set=pcb.807281320686717&amp;__cft__[0]=AZVYrQrWRXSDgEuk2Jnqp-lCrEUfwMP_1Ep-Rjw-qMrFy8GA8AUqjKlgHyTJTe7aZ78Act_1G9b6aiG12KdPQ95t-7l3-D83Du8doi4FWUPqkr1ccg9X6T_E5FtVnsBiGkMS9VmtUrTREFm74KkPkyJRp8r6V5dU8NHojJjXosHWxzfxfRJDLor5CA3wwDmpxlUFlsDZXXz_0i3vbbXedC_e&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=814395496221024&amp;set=pcb.807281320686717&amp;__cft__[0]=AZVYrQrWRXSDgEuk2Jnqp-lCrEUfwMP_1Ep-Rjw-qMrFy8GA8AUqjKlgHyTJTe7aZ78Act_1G9b6aiG12KdPQ95t-7l3-D83Du8doi4FWUPqkr1ccg9X6T_E5FtVnsBiGkMS9VmtUrTREFm74KkPkyJRp8r6V5dU8NHojJjXosHWxzfxfRJDLor5CA3wwDmpxlUFlsDZXXz_0i3vbbXedC_e&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=814395542887686&amp;set=pcb.807281320686717&amp;__cft__[0]=AZVYrQrWRXSDgEuk2Jnqp-lCrEUfwMP_1Ep-Rjw-qMrFy8GA8AUqjKlgHyTJTe7aZ78Act_1G9b6aiG12KdPQ95t-7l3-D83Du8doi4FWUPqkr1ccg9X6T_E5FtVnsBiGkMS9VmtUrTREFm74KkPkyJRp8r6V5dU8NHojJjXosHWxzfxfRJDLor5CA3wwDmpxlUFlsDZXXz_0i3vbbXedC_e&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=814395599554347&amp;set=pcb.807281320686717&amp;__cft__[0]=AZVYrQrWRXSDgEuk2Jnqp-lCrEUfwMP_1Ep-Rjw-qMrFy8GA8AUqjKlgHyTJTe7aZ78Act_1G9b6aiG12KdPQ95t-7l3-D83Du8doi4FWUPqkr1ccg9X6T_E5FtVnsBiGkMS9VmtUrTREFm74KkPkyJRp8r6V5dU8NHojJjXosHWxzfxfRJDLor5CA3wwDmpxlUFlsDZXXz_0i3vbbXedC_e&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=814395639554343&amp;set=pcb.807281320686717&amp;__cft__[0]=AZVYrQrWRXSDgEuk2Jnqp-lCrEUfwMP_1Ep-Rjw-qMrFy8GA8AUqjKlgHyTJTe7aZ78Act_1G9b6aiG12KdPQ95t-7l3-D83Du8doi4FWUPqkr1ccg9X6T_E5FtVnsBiGkMS9VmtUrTREFm74KkPkyJRp8r6V5dU8NHojJjXosHWxzfxfRJDLor5CA3wwDmpxlUFlsDZXXz_0i3vbbXedC_e&amp;__tn__=*bH-R",358143165600537
"Karen De La Rosa Lopez	2 de julio de 2023	  ·	Buenas noches alguien sabe de algún departamento en renta por loma dorada sección B	Todas las reacciones:	1	1	2 comentarios	Me gusta	Comentar	Enviar	Maria Alaniz	41 sem	Me gusta	Responder	Sol Gonzalez	.	40 sem	Me gusta	Responder		Escribe una respuesta…","",268702130245207
"Karla Davila	10 de agosto de 2022	  ·	He pensado que al grupo le gustaría esto	Karla Davila	12 de julio de 2022	  ·	*LA ESTANCIA TLAQUEPAQUE*	Habitaciones 3	 Baños 2.5 	Cochera 2 … Ver más	Todas las reacciones:	2	2	3 comentarios	Me gusta	Comentar	Compartir	Ver más comentarios	Gustavo Rodriguez	Información…	1 años	Me gusta	Responder	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=874220450217519&amp;set=pcb.874220523550845&amp;__cft__[0]=AZXFHWnLfpTbqqgvNhctb3utwHvqcCQN-e3UpexiyBOUzqH4gLyJLvdIuJXGz4CeGRfwwLbyoNZl5fFSyneM-sU-vZMLP24k1FZ-rZie5TyExierbg_QQuSNf8k6DST4fN0JAy8VWQqZEIZWSzqFtCYHLn8BqEnfUwqAP0mCvT4qJuI79Gar20AurZ1WsqN6TPdoKdnWu6ppenrhYrYQn4pgoMrMs1v8L4ygEokoMQ_T61b95WLNR2Ux2kIl_oMXf9M&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=874220493550848&amp;set=pcb.874220523550845&amp;__cft__[0]=AZXFHWnLfpTbqqgvNhctb3utwHvqcCQN-e3UpexiyBOUzqH4gLyJLvdIuJXGz4CeGRfwwLbyoNZl5fFSyneM-sU-vZMLP24k1FZ-rZie5TyExierbg_QQuSNf8k6DST4fN0JAy8VWQqZEIZWSzqFtCYHLn8BqEnfUwqAP0mCvT4qJuI79Gar20AurZ1WsqN6TPdoKdnWu6ppenrhYrYQn4pgoMrMs1v8L4ygEokoMQ_T61b95WLNR2Ux2kIl_oMXf9M&amp;__tn__=*bH-y-R",358143165600537
"Karla Davila	10 de agosto de 2022	  ·	He pensado que al grupo le gustaría esto	Karla Davila	12 de julio de 2022	  ·	*LOMAS DE LA SOLEDAD* 	CALLE JUAN GIL PRECIADO COLONIA LOMAS DE LA SOLEDAD MUNICIPIO DE TONALÁ JALISCO	Habitaciones 5 	Baños 1.5 	Cochera 1 … Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=874219733550924&amp;set=pcb.874219793550918&amp;__cft__[0]=AZVASOyjVKZD1JbPONUZCA75QcZFpO87M_a0Iwdj73ZFEiLNffcyl9ni-aca1eXslZxegXviz9Dld9JcYQHuIfc3QIaHK0o2ePV0KQjcYGCDFZ8ArY9t2rRj3pFABtFMVVA7N-eeRZIom-qApQOZE6eO_IwSTGb3kAvqHUjnBM-aLwWJpwI2Ukyoi3vXPTN7myW3Ac_1taRV3PXT3NqwRGhTSMDTiJHe6EL1qj-VmeOuvThqf4HBCRXHTotRdf1oU7M&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=874219773550920&amp;set=pcb.874219793550918&amp;__cft__[0]=AZVASOyjVKZD1JbPONUZCA75QcZFpO87M_a0Iwdj73ZFEiLNffcyl9ni-aca1eXslZxegXviz9Dld9JcYQHuIfc3QIaHK0o2ePV0KQjcYGCDFZ8ArY9t2rRj3pFABtFMVVA7N-eeRZIom-qApQOZE6eO_IwSTGb3kAvqHUjnBM-aLwWJpwI2Ukyoi3vXPTN7myW3Ac_1taRV3PXT3NqwRGhTSMDTiJHe6EL1qj-VmeOuvThqf4HBCRXHTotRdf1oU7M&amp;__tn__=*bH-y-R",358143165600537
"Karla Davila	10 de agosto de 2022	  ·	He pensado que al grupo le gustaría esto	Karla Davila	13 de julio de 2022	  ·	*Arcos de Zalatitan* 	Casa 2 plantas 	*Planta baja*… Ver más	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=874915300148034&amp;set=pcb.874915403481357&amp;__cft__[0]=AZUJPSsrLhmHMwwswwUwTPEij-IR1E5r_xwEx61xhETD1OzEyM9gUcF-MZ9avuu_cvwrFMUD7q-LbUPDWru0DvXsUQz6P-TG4pWSpdoGsdTaTjaVvQHq_i4asJhQoxru-W8Qhdcy8LB5JrW9I9DcDWwqU3j9kL9SLY3dpsikoaEqRTgRTrkv00dSmydaspL_wppqlxLZmJxO93Lp2qNNgB0nKgO3KeCAo3w8K2n9QjsJAyzSRMQO7m9MrV23k4Fcrvw&amp;__tn__=*bH-y-R,https://www.facebook.com/photo/?fbid=874915356814695&amp;set=pcb.874915403481357&amp;__cft__[0]=AZUJPSsrLhmHMwwswwUwTPEij-IR1E5r_xwEx61xhETD1OzEyM9gUcF-MZ9avuu_cvwrFMUD7q-LbUPDWru0DvXsUQz6P-TG4pWSpdoGsdTaTjaVvQHq_i4asJhQoxru-W8Qhdcy8LB5JrW9I9DcDWwqU3j9kL9SLY3dpsikoaEqRTgRTrkv00dSmydaspL_wppqlxLZmJxO93Lp2qNNgB0nKgO3KeCAo3w8K2n9QjsJAyzSRMQO7m9MrV23k4Fcrvw&amp;__tn__=*bH-y-R",358143165600537
"Karla Gonzalez Mont	4 d	  ·	Habitación en renta Zona Sur bugambilias!!	Recámara con cama king size y vestidor y baño privado	Clóset	Baño completo privado dentro de la habitacion $7000 (un cuarto disponible)	Recamara con cama individual, closet y television, baño compartido $6000 (2 cuartos disponibles)	Ver más	Todas las reacciones:	1	1	Me gusta	Comentar	Compartir		Escribe un comentario público…","",353648613594897
"Karla Gonzalez Mont	9 de abril a las 7:01 pm	  ·	Buenas tardes ! Rento 3 cuartos en casa en bugambilias en coto privado con alberca ! Para estudiantes del ITESO. Se puede hacer uso de toda la casa está desocupada.	La renta por cuarto es de $6000. Disponibilidad inmediata . Contratos por 3 meses a opción de renovar .	Interesados favor de contactar al CEL 3315442356	6 comentarios	Me gusta	Comentar	Compartir	Elvia Lopez	Me interesa, podrá compartirme la ubicación y fotos, por favor	1 sem	Me gusta	Responder	Compartir	Karla Gonzalez Mont respondió	  ·	4 respuestas	Nathalie Menard	Tengo una habitacion, baño privado, zona super tranquila, en bugambilias. libre actualmente	1 sem	Me gusta	Responder	Compartir		Escribe un comentario público…","",353648613594897
"Karla Gonzalez Mont	9 de abril a las 7:01 pm	  ·	Buenas tardes ! Rento 3 cuartos en casa en bugambilias en coto privado con alberca ! Para estudiantes del ITESO. Se puede hacer uso de toda la casa está desocupada.	La renta por cuarto es de $6000. Disponibilidad inmediata . Contratos por 3 meses a opción de renovar .	Interesados favor de contactar al CEL 3315442356	Me gusta	Comentar	Compartir		Escribe un comentario público…","",353648613594897
"Kitty Garcis	7 de abril a las 10:19 am	  ·	Rento habitación amueblada, con entrada independiente, incluye todos los servicios, internet de banda ancha, horno de microondas, refrigerador, agua caliente las 24 hrs, cama matrimonial, con sobre colchón 7 cm, memory fome, aseo profundo cada 7 días, con cambio de ropa de cama, en la colonia Pinar de la Calma, cerca del parque industrial Jalisco, C@A, Herbalife, Performans, ITESO, Tec Milenium, UVM, cerca de plaza del sol, López Mateos y periférico, EXCLUSIVO CABALLEROS, REN… Ver más	+3	Me gusta	Comentar	Compartir		Escribe un comentario público…","https://www.facebook.com/photo/?fbid=3179078308892070&amp;set=pcb.731819275777827&amp;__cft__[0]=AZXx3RltHMi12_HvBjWM8PLKgcmCHDdJ2T268CTbh7qMlhelHYAe0vumHxFSQ9bU0EAoys0qy9LAYVTkHYDeRTEVsM2uba2a7Rbj65Mw_801Tq6c3fJR7Py_QJ2GfZ0R3Ds3RZlGGkPB0gl5qYb9FWyNORti7B01Fh7YUrX38Qh0IgAcdW5AG1N8MJrn264B0dO0__M_fixzA1tsNDlaFB91&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=3179078365558731&amp;set=pcb.731819275777827&amp;__cft__[0]=AZXx3RltHMi12_HvBjWM8PLKgcmCHDdJ2T268CTbh7qMlhelHYAe0vumHxFSQ9bU0EAoys0qy9LAYVTkHYDeRTEVsM2uba2a7Rbj65Mw_801Tq6c3fJR7Py_QJ2GfZ0R3Ds3RZlGGkPB0gl5qYb9FWyNORti7B01Fh7YUrX38Qh0IgAcdW5AG1N8MJrn264B0dO0__M_fixzA1tsNDlaFB91&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=3179078428892058&amp;set=pcb.731819275777827&amp;__cft__[0]=AZXx3RltHMi12_HvBjWM8PLKgcmCHDdJ2T268CTbh7qMlhelHYAe0vumHxFSQ9bU0EAoys0qy9LAYVTkHYDeRTEVsM2uba2a7Rbj65Mw_801Tq6c3fJR7Py_QJ2GfZ0R3Ds3RZlGGkPB0gl5qYb9FWyNORti7B01Fh7YUrX38Qh0IgAcdW5AG1N8MJrn264B0dO0__M_fixzA1tsNDlaFB91&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=3179078492225385&amp;set=pcb.731819275777827&amp;__cft__[0]=AZXx3RltHMi12_HvBjWM8PLKgcmCHDdJ2T268CTbh7qMlhelHYAe0vumHxFSQ9bU0EAoys0qy9LAYVTkHYDeRTEVsM2uba2a7Rbj65Mw_801Tq6c3fJR7Py_QJ2GfZ0R3Ds3RZlGGkPB0gl5qYb9FWyNORti7B01Fh7YUrX38Qh0IgAcdW5AG1N8MJrn264B0dO0__M_fixzA1tsNDlaFB91&amp;__tn__=*bH-R,https://www.facebook.com/photo/?fbid=3179078552225379&amp;set=pcb.731819275777827&amp;__cft__[0]=AZXx3RltHMi12_HvBjWM8PLKgcmCHDdJ2T268CTbh7qMlhelHYAe0vumHxFSQ9bU0EAoys0qy9LAYVTkHYDeRTEVsM2uba2a7Rbj65Mw_801Tq6c3fJR7Py_QJ2GfZ0R3Ds3RZlGGkPB0gl5qYb9FWyNORti7B01Fh7YUrX38Qh0IgAcdW5AG1N8MJrn264B0dO0__M_fixzA1tsNDlaFB91&amp;__tn__=*bH-R",353648613594897
